CO2_Zone_1,dz1,CO2_Zone_2,dz2,CO2_Zone_3,dz3,CO2_Zone_4,dz4,CO2_Zone_5,dz5,CO2_Zone_6,dz6,temp_f,press_f,humid_f,pass_f,class_0,class_1,class_2,class_3,class_4
1069.076267,3.445402893,1071.279941,3.441556059,1072.697363,3.437713038,1073.012775,3.433873639,1073.244872,3.430038479,1073.821557,3.426207811,22,80,0.11548,140,1,0,0,0,0
1072.497882,3.421614928,1074.697735,3.417794654,1076.111341,3.413978166,1076.42294,3.410165276,1076.651229,3.406356594,1077.224109,3.402552375,22,80,0.11548,140,1,0,0,0,0
1075.895873,3.397991203,1078.091933,3.394197305,1079.501748,3.390407168,1079.809561,3.386620602,1080.034067,3.382838217,1080.603169,3.379060264,22,80,0.11548,140,1,0,0,0,0
1079.270404,3.374530583,1081.462696,3.370762879,1082.868747,3.366998911,1083.172799,3.363238489,1083.393549,3.359482219,1083.9589,3.355730349,22,80,0.11548,140,1,0,0,0,0
1082.621635,3.351231943,1084.810186,3.347490252,1086.212499,3.343752271,1086.512817,3.340017813,1086.729837,3.336287477,1087.291461,3.332561512,22,80,0.11548,140,1,0,0,0,0
1085.94973,3.328094163,1088.134564,3.324378307,1089.533165,3.320666134,1089.829775,3.316957459,1090.04309,3.313252879,1090.601014,3.309552639,22,80,0.11548,140,1,0,0,0,0
1089.254846,3.305116135,1091.43599,3.301425934,1092.830905,3.297739391,1093.123831,3.294056322,1093.333467,3.290377319,1093.887717,3.286702626,22,80,0.11548,140,1,0,0,0,0
1092.537142,3.282296753,1094.714622,3.27863203,1096.105876,3.27497094,1096.395144,3.2713133,1096.601127,3.267659699,1097.151727,3.264010377,22,80,0.11548,140,1,0,0,0,0
1095.796777,3.259634923,1097.970618,3.255995503,1099.358235,3.25235969,1099.643872,3.248727304,1099.846226,3.245098928,1100.393202,3.241474802,22,80,0.11548,140,1,0,0,0,0
1099.033907,3.237129558,1101.204133,3.233515265,1102.58814,3.229904555,1102.870169,3.226297248,1103.06892,3.222693923,1103.612297,3.21909482,22,80,0.11548,140,1,0,0,0,0
